ID,Title,URL,License
149,Znaczenie egzocytozy w patogenezie raka jelita grubego,https://ppm.edu.pl/info/phd/UMW9a71bb7993ff4429ae58e7f1fa8001a3?aq=.%3Aee6549ffc7dd4be0bd1ee75316dafe55&r=phd&ps=100&tab=&title=Doktoraty%2B%25E2%2580%2593%2BZnaczenie%2Begzocytozy%2Bw%2Bpatogenezie%2Braka%2Bjelita%2Bgrubego%2B%25E2%2580%2593%2BPolska%2BPlatforma%2BMedyczna&lang=pl,CC BY-NC
150,Jakość życia pacjentów ze zmianami skórnymi zlokalizowanymi na twarzy oraz skórze owłosionej głowy przebiegającymi z bliznowaceniem,https://ppm.edu.pl/info/phd/UMW163b273446d84d0a861f8146d3e0b1f7?aq=.%3Aee6549ffc7dd4be0bd1ee75316dafe55&r=phd&ps=100&tab=&title=Doktoraty%2B%25E2%2580%2593%2BJako%25C5%259B%25C4%2587%2B%25C5%25BCycia%2Bpacjent%25C3%25B3w%2Bze%2Bzmianami%2Bsk%25C3%25B3rnymi%2Bzlokalizowanymi%2Bna%2Btwarzy%2Boraz%2Bsk%25C3%25B3rze%2Bow%25C5%2582osionej%2Bg%25C5%2582owy%2Bprzebiegaj%25C4%2585cymi%2Bz%2Bbliznowaceniem%2B%25E2%2580%2593%2BPolska%2BPlatforma%2BMedyczna&lang=pl,CC BY-NC
151,Zastosowanie nalbufiny w leczeniu bólu u dzieci z chorobami onkologicznymi i hematologicznymi,https://ppm.edu.pl/info/phd/UMWdf2a7b781e3648bdb2fe86f414bc67e0?aq=.%3Aee6549ffc7dd4be0bd1ee75316dafe55&r=phd&ps=100&tab=&title=Doktoraty%2B%25E2%2580%2593%2BZastosowanie%2Bnalbufiny%2Bw%2Bleczeniu%2Bb%25C3%25B3lu%2Bu%2Bdzieci%2Bz%2Bchorobami%2Bonkologicznymi%2Bi%2Bhematologicznymi%2B%25E2%2580%2593%2BPolska%2BPlatforma%2BMedyczna&lang=pl,CC BY-NC
152,Ocena poziomu przestrzegania zaleceń terapeutycznych wśród chorych leczonych z powodu jaskry,https://ppm.edu.pl/info/phd/UMW1c6a2146bad24d31bc505d9746696bf1?aq=.%3Aee6549ffc7dd4be0bd1ee75316dafe55&r=phd&ps=100&tab=&title=Doktoraty%2B%25E2%2580%2593%2BOcena%2Bpoziomu%2Bprzestrzegania%2Bzalece%25C5%2584%2Bterapeutycznych%2Bw%25C5%259Br%25C3%25B3d%2Bchorych%2Bleczonych%2Bz%2Bpowodu%2Bjaskry%2B%25E2%2580%2593%2BPolska%2BPlatforma%2BMedyczna&lang=pl,CC BY-NC
153,Ocena gotowości zakrzepowej u chorych na szpiczaka plazmocytowego i chłoniaki nieziarnicze przed leczeniem i po uzyskaniu remisji,https://ppm.edu.pl/info/phd/UMWe3c6afcedac0433d9a5930b0f8c431b2?aq=.%3Aee6549ffc7dd4be0bd1ee75316dafe55&r=phd&ps=100&tab=&title=Doktoraty%2B%25E2%2580%2593%2BOcena%2Bgotowo%25C5%259Bci%2Bzakrzepowej%2Bu%2Bchorych%2Bna%2Bszpiczaka%2Bplazmocytowego%2Bi%2Bch%25C5%2582oniaki%2Bnieziarnicze%2Bprzed%2Bleczeniem%2Bi%2Bpo%2Buzyskaniu%2Bremisji%2B%25E2%2580%2593%2BPolska%2BPlatforma%2BMedyczna&lang=pl,CC BY-NC
154,Ocena przydatności szpiku kostnego jako alternatywnego materiału biologicznego w badaniach toksykologicznych i opiniowaniu sądowo-lekarskim,https://ppm.edu.pl/info/phd/UMWb0b58770800c4714a9e11e57ec798d18?aq=.%3Aee6549ffc7dd4be0bd1ee75316dafe55&r=phd&ps=100&tab=&title=Doktoraty%2B%25E2%2580%2593%2BOcena%2Bprzydatno%25C5%259Bci%2Bszpiku%2Bkostnego%2Bjako%2Balternatywnego%2Bmateria%25C5%2582u%2Bbiologicznego%2Bw%2Bbadaniach%2Btoksykologicznych%2Bi%2Bopiniowaniu%2Bs%25C4%2585dowo-lekarskim%2B%25E2%2580%2593%2BPolska%2BPlatforma%2BMedyczna&lang=pl,CC BY-NC
155,Wpływ przedłużonego karmienia piersią i nawyków dzieci na rozwój zaburzeń w obrębie układu stomatognatycznego,https://ppm.edu.pl/info/phd/UML914e717cc65f42538ef85877f25fb2e7?aq=.%3Aee6549ffc7dd4be0bd1ee75316dafe55&r=phd&ps=100&tab=&title=Doktoraty%2B%25E2%2580%2593%2BWp%25C5%2582yw%2Bprzed%25C5%2582u%25C5%25BConego%2Bkarmienia%2Bpiersi%25C4%2585%2Bi%2Bnawyk%25C3%25B3w%2Bdzieci%2Bna%2Brozw%25C3%25B3j%2Bzaburze%25C5%2584%2Bw%2Bobr%25C4%2599bie%2Buk%25C5%2582adu%2Bstomatognatycznego%2B%25E2%2580%2593%2BPolska%2BPlatforma%2BMedyczna&lang=pl,CC BY-NC
156,Wpływ wewnątrz-płytkowej regulacji biodostępności tlenku azotu na reaktywność płytek krwi na leki przeciw-agregacyjne u chorych z cukrzycą typu 2,https://ppm.edu.pl/info/phd/UMWfb9b913f0f774f2f94c8479c23c2e4d9?aq=.%3Aee6549ffc7dd4be0bd1ee75316dafe55&r=phd&ps=100&tab=&title=Doktoraty%2B%25E2%2580%2593%2BWp%25C5%2582yw%2Bwewn%25C4%2585trz-p%25C5%2582ytkowej%2Bregulacji%2Bbiodost%25C4%2599pno%25C5%259Bci%2Btlenku%2Bazotu%2Bna%2Breaktywno%25C5%259B%25C4%2587%2Bp%25C5%2582ytek%2Bkrwi%2Bna%2Bleki%2Bprzeciw-agregacyjne%2Bu%2Bchorych%2Bz%2Bcukrzyc%25C4%2585%2Btypu%2B2%2B%25E2%2580%2593%2BPolska%2BPlatforma%2BMedyczna&lang=pl,CC BY-NC
157,Ocena jakości życia osób z bliznami potrądzikowymi na skórze twarzy przed i po terapii mikronakłuwania z jednoczesną infuzją dwutlenku węgla,https://ppm.edu.pl/info/phd/UMW8c56ee8a324441c7b3488a844ee48327?aq=.%3Aee6549ffc7dd4be0bd1ee75316dafe55&r=phd&ps=100&tab=&title=Doktoraty%2B%25E2%2580%2593%2BOcena%2Bjako%25C5%259Bci%2B%25C5%25BCycia%2Bos%25C3%25B3b%2Bz%2Bbliznami%2Bpotr%25C4%2585dzikowymi%2Bna%2Bsk%25C3%25B3rze%2Btwarzy%2Bprzed%2Bi%2Bpo%2Bterapii%2Bmikronak%25C5%2582uwania%2Bz%2Bjednoczesn%25C4%2585%2Binfuzj%25C4%2585%2Bdwutlenku%2Bw%25C4%2599gla%2B%25E2%2580%2593%2BPolska%2BPlatforma%2BMedyczna&lang=pl,CC BY-NC
158,Wpływ układu RAA na wybrane funkcje śródbłonka i płytek krwi u osób zdrowych oraz z pierwotnym nadciśnieniem tętniczym,https://ppm.edu.pl/info/phd/UMWc912725e336e462484da6b7da2d1a8f5?aq=.%3Aee6549ffc7dd4be0bd1ee75316dafe55&r=phd&ps=100&tab=&title=Doktoraty%2B%25E2%2580%2593%2BWp%25C5%2582yw%2Buk%25C5%2582adu%2BRAA%2Bna%2Bwybrane%2Bfunkcje%2B%25C5%259Br%25C3%25B3db%25C5%2582onka%2Bi%2Bp%25C5%2582ytek%2Bkrwi%2Bu%2Bos%25C3%25B3b%2Bzdrowych%2Boraz%2Bz%2Bpierwotnym%2Bnadci%25C5%259Bnieniem%2Bt%25C4%2599tniczym%2B%25E2%2580%2593%2BPolska%2BPlatforma%2BMedyczna&lang=pl,CC BY-NC
159,Zaburzenia funkcji poznawczych i endogenne potencjały wywołane u chorych na padaczkę,https://ppm.edu.pl/info/phd/UMW698b46e0478942449f18f25409af30b5?aq=.%3Aee6549ffc7dd4be0bd1ee75316dafe55&r=phd&ps=100&tab=&title=Doktoraty%2B%25E2%2580%2593%2BZaburzenia%2Bfunkcji%2Bpoznawczych%2Bi%2Bendogenne%2Bpotencja%25C5%2582y%2Bwywo%25C5%2582ane%2Bu%2Bchorych%2Bna%2Bpadaczk%25C4%2599%2B%25E2%2580%2593%2BPolska%2BPlatforma%2BMedyczna&lang=pl,CC BY-NC
160,Wpływ wczesnej rehabilitacji pozawałowej na sztywność tętniczą u chorych z zawałem serca,https://ppm.edu.pl/info/phd/UMW55fae7f934804b329835edc1ca560d24?aq=.%3Aee6549ffc7dd4be0bd1ee75316dafe55&r=phd&ps=100&tab=&title=Doktoraty%2B%25E2%2580%2593%2BWp%25C5%2582yw%2Bwczesnej%2Brehabilitacji%2Bpozawa%25C5%2582owej%2Bna%2Bsztywno%25C5%259B%25C4%2587%2Bt%25C4%2599tnicz%25C4%2585%2Bu%2Bchorych%2Bz%2Bzawa%25C5%2582em%2Bserca%2B%25E2%2580%2593%2BPolska%2BPlatforma%2BMedyczna&lang=pl,CC BY-NC
161,"Dynamika narastania i charakterystyka objawów ostrej niewydolności serca - implikacje kliniczne, rokownicze i terapeutyczne",https://ppm.edu.pl/info/phd/UMW519ff19a59354bd58cb11519decf8ca1?aq=.%3Aee6549ffc7dd4be0bd1ee75316dafe55&r=phd&ps=100&tab=&title=Doktoraty%2B%25E2%2580%2593%2BDynamika%2Bnarastania%2Bi%2Bcharakterystyka%2Bobjaw%25C3%25B3w%2Bostrej%2Bniewydolno%25C5%259Bci%2Bserca%2B-%2Bimplikacje%2Bkliniczne%252C%2Brokownicze%2Bi%2Bterapeutyczne%2B%25E2%2580%2593%2BPolska%2BPlatforma%2BMedyczna&lang=pl,CC BY-NC
162,Zapotrzebowanie na wsparcie kobiet po stracie ciąży,https://ppm.edu.pl/info/phd/UMLe28015275628407b91f1c78bf1bfa363?aq=.%3Aee6549ffc7dd4be0bd1ee75316dafe55&r=phd&ps=100&tab=&title=Doktoraty%2B%25E2%2580%2593%2BZapotrzebowanie%2Bna%2Bwsparcie%2Bkobiet%2Bpo%2Bstracie%2Bci%25C4%2585%25C5%25BCy%2B%25E2%2580%2593%2BPolska%2BPlatforma%2BMedyczna&lang=pl,CC BY-NC
163,Ocena stanu pacjentów w oddziale intensywnej terapii przy użyciu skali TISS-28 oraz NEMS,https://ppm.edu.pl/info/phd/UMWc24d4540df4041ab918f006c72455687?aq=.%3Aee6549ffc7dd4be0bd1ee75316dafe55&r=phd&ps=100&tab=&title=Doktoraty%2B%25E2%2580%2593%2BOcena%2Bstanu%2Bpacjent%25C3%25B3w%2Bw%2Boddziale%2Bintensywnej%2Bterapii%2Bprzy%2Bu%25C5%25BCyciu%2Bskali%2BTISS-28%2Boraz%2BNEMS%2B%25E2%2580%2593%2BPolska%2BPlatforma%2BMedyczna&lang=pl,CC BY-NC
164,"Proces rozpoznania, oczekiwania oraz charakterystyka psychologiczna kobiet z zespołem wielotorbielowatych jajników",https://ppm.edu.pl/info/phd/GUM07de31bf6fcf4115b735f7b61bc121fa?aq=.%3Aca2a18e81f674e01a71e1adb8f31a7e8&r=phd&ps=100&tab=&title=Doktoraty%2B%25E2%2580%2593%2BProces%2Brozpoznania%252C%2Boczekiwania%2Boraz%2Bcharakterystyka%2Bpsychologiczna%2Bkobiet%2Bz%2Bzespo%25C5%2582em%2Bwielotorbielowatych%2Bjajnik%25C3%25B3w%2B%25E2%2580%2593%2BPolska%2BPlatforma%2BMedyczna&lang=pl,CC BY-SA
165,Sztywność i elastyczność aorty oceniane metodą wielorzędowej tomografii komputerowej jako potencjalne markery zdrowia i ryzyka sercowo-naczyniowego,https://ppm.edu.pl/info/phd/UMW182a04504a0b4be481fe2afa11ecd920?aq=.%3Aca2a18e81f674e01a71e1adb8f31a7e8&r=phd&ps=100&tab=&title=Doktoraty%2B%25E2%2580%2593%2BSztywno%25C5%259B%25C4%2587%2Bi%2Belastyczno%25C5%259B%25C4%2587%2Baorty%2Boceniane%2Bmetod%25C4%2585%2Bwielorz%25C4%2599dowej%2Btomografii%2Bkomputerowej%2Bjako%2Bpotencjalne%2Bmarkery%2Bzdrowia%2Bi%2Bryzyka%2Bsercowo-naczyniowego%2B%25E2%2580%2593%2BPolska%2BPlatforma%2BMedyczna&lang=pl,CC BY-SA
166,Ocena efektywności nowej metody rekonstrukcji kości żuchwy z wykorzystaniem indywidualizowanego 3D allogennego bloku kostnego w odcinkach uzębionych,https://ppm.edu.pl/info/phd/UMW3211444b64564887a08254b4ee9de5db?aq=.%3Aca2a18e81f674e01a71e1adb8f31a7e8&r=phd&ps=100&tab=&title=Doktoraty%2B%25E2%2580%2593%2BOcena%2Befektywno%25C5%259Bci%2Bnowej%2Bmetody%2Brekonstrukcji%2Bko%25C5%259Bci%2B%25C5%25BCuchwy%2Bz%2Bwykorzystaniem%2Bindywidualizowanego%2B3D%2Ballogennego%2Bbloku%2Bkostnego%2Bw%2Bodcinkach%2Buz%25C4%2599bionych%2B%25E2%2580%2593%2BPolska%2BPlatforma%2BMedyczna&lang=pl,CC BY-SA
167,"Ocena wpływu zmian systemowych na diagnostykę i leczenie pacjentów onkologicznych w Polsce. na przykładzie Uniwersyteckiego Szpitala Klinicznego im. Mikulicza Radeckiego we Wrocławiu, w latach 2010-2021",https://ppm.edu.pl/info/phd/UMWb99db56d323e4d32a4938445e531931f?aq=.%3Aca2a18e81f674e01a71e1adb8f31a7e8&r=phd&ps=100&tab=&title=Doktoraty%2B%25E2%2580%2593%2BOcena%2Bwp%25C5%2582ywu%2Bzmian%2Bsystemowych%2Bna%2Bdiagnostyk%25C4%2599%2Bi%2Bleczenie%2Bpacjent%25C3%25B3w%2Bonkologicznych%2Bw%2BPolsce.%2Bna%2Bprzyk%25C5%2582adzie%2BUniwersyteckiego%2BSzpitala%2BKlinicznego%2Bim.%2BMikulicza%2BRadeckiego%2Bwe%2BWroc%25C5%2582awiu%252C%2Bw%2Blatach%2B2010-2021%2B%25E2%2580%2593%2BPolska%2BPlatforma%2BMedyczna&lang=pl,CC BY-SA
168,Ocena bezpieczeństwa i skuteczności profilaktyki przeciwgrzybiczej pozakonazolem w oparciu o badania farmakokinetyki leku u dzieci poddanych intensywnej chemioterapii i/lub przeszczepieniu komórek hematopoetycznych,https://ppm.edu.pl/info/phd/UMW403d449a6fb64e0693bb2b038b35b803?aq=.%3Aca2a18e81f674e01a71e1adb8f31a7e8&r=phd&ps=100&tab=&title=Doktoraty%2B%25E2%2580%2593%2BOcena%2Bbezpiecze%25C5%2584stwa%2Bi%2Bskuteczno%25C5%259Bci%2Bprofilaktyki%2Bprzeciwgrzybiczej%2Bpozakonazolem%2Bw%2Boparciu%2Bo%2Bbadania%2Bfarmakokinetyki%2Bleku%2Bu%2Bdzieci%2Bpoddanych%2Bintensywnej%2Bchemioterapii%2Bi%2Blub%2Bprzeszczepieniu%2Bkom%25C3%25B3rek%2Bhematopoetycznych%2B%25E2%2580%2593%2BPolska%2BPlatforma%2BMedyczna&lang=pl,CC BY-SA
169,"Opracowanie profilu miRNA dla różnicowania, predykcji i rokowania zespołu kacheksji u chorych na przewlekłą niewydolność serca",https://ppm.edu.pl/info/phd/UML91b1aa9d784d4790a761120ae79bb61d?aq=.%3Aca2a18e81f674e01a71e1adb8f31a7e8&r=phd&ps=100&tab=&title=Doktoraty%2B%25E2%2580%2593%2BOpracowanie%2Bprofilu%2BmiRNA%2Bdla%2Br%25C3%25B3%25C5%25BCnicowania%252C%2Bpredykcji%2Bi%2Brokowania%2Bzespo%25C5%2582u%2Bkacheksji%2Bu%2Bchorych%2Bna%2Bprzewlek%25C5%2582%25C4%2585%2Bniewydolno%25C5%259B%25C4%2587%2Bserca%2B%25E2%2580%2593%2BPolska%2BPlatforma%2BMedyczna&lang=pl,CC BY-SA
170,Modyfikacja funkcji nerek przez suraminę w doświadczalnie wywołanej cukrzycy typu 1,https://ppm.edu.pl/info/phd/GUM059fd566c6454c0bb3b8282517d76d21?aq=.%3Aca2a18e81f674e01a71e1adb8f31a7e8&r=phd&ps=100&tab=&title=Doktoraty%2B%25E2%2580%2593%2BModyfikacja%2Bfunkcji%2Bnerek%2Bprzez%2Bsuramin%25C4%2599%2Bw%2Bdo%25C5%259Bwiadczalnie%2B%2Bwywo%25C5%2582anej%2Bcukrzycy%2Btypu%2B1%2B%25E2%2580%2593%2BPolska%2BPlatforma%2BMedyczna&lang=pl,CC BY-SA
171,Ocena zależności pomiędzy rekonstrukcją więzadła krzyżowego przedniego a rozwojem zmian zwyrodnieniowych stawu kolanowego,https://ppm.edu.pl/info/phd/UMWc9aedfae06b2478b9627bd435d73b812?aq=.%3Aca2a18e81f674e01a71e1adb8f31a7e8&r=phd&ps=100&tab=&title=Doktoraty%2B%25E2%2580%2593%2BOcena%2Bzale%25C5%25BCno%25C5%259Bci%2Bpomi%25C4%2599dzy%2Brekonstrukcj%25C4%2585%2Bwi%25C4%2599zad%25C5%2582a%2Bkrzy%25C5%25BCowego%2Bprzedniego%2Ba%2Brozwojem%2Bzmian%2Bzwyrodnieniowych%2Bstawu%2Bkolanowego%2B%25E2%2580%2593%2BPolska%2BPlatforma%2BMedyczna&lang=pl,CC BY-SA
172,Zmiany błony śluzowej jamy ustnej u dzieci leczonych onkologicznie z rozpoznaniem nowotworowych chorób hematologicznych,https://ppm.edu.pl/info/phd/GUM15b71336b6494d6bba9e39c2cfe50f29?aq=.%3Aca2a18e81f674e01a71e1adb8f31a7e8&r=phd&ps=100&tab=&title=Doktoraty%2B%25E2%2580%2593%2BZmiany%2Bb%25C5%2582ony%2B%25C5%259Bluzowej%2Bjamy%2Bustnej%2Bu%2Bdzieci%2Bleczonych%2Bonkologicznie%2Bz%2B%2Brozpoznaniem%2Bnowotworowych%2Bchor%25C3%25B3b%2Bhematologicznych%2B%25E2%2580%2593%2BPolska%2BPlatforma%2BMedyczna&lang=pl,CC BY-SA
173,"Ocena ekspresji kaspazy -3,-8-9 i surwiwiny oraz jej wpływ na czynniki kliniczno-patologiczne w raku żołądka i jelita grubego",https://ppm.edu.pl/info/phd/UMW2bf50c7ddc3042ffaabd4e192aa17ddd?aq=.%3Aca2a18e81f674e01a71e1adb8f31a7e8&r=phd&ps=100&tab=&title=Doktoraty%2B%25E2%2580%2593%2BOcena%2Bekspresji%2Bkaspazy%2B-3%252C-8-9%2Bi%2Bsurwiwiny%2Boraz%2Bjej%2Bwp%25C5%2582yw%2Bna%2Bczynniki%2Bkliniczno-patologiczne%2Bw%2Braku%2B%25C5%25BCo%25C5%2582%25C4%2585dka%2Bi%2Bjelita%2Bgrubego%2B%25E2%2580%2593%2BPolska%2BPlatforma%2BMedyczna&lang=pl,CC BY-SA
174,Ocena wpływu wybranych używek na nasilenie bruksizmu sennego oraz architekturę snu w badaniach polisomnograficznych,https://ppm.edu.pl/info/phd/UMW88f88380cec2400aad940ffe755eb9df?aq=.%3Aca2a18e81f674e01a71e1adb8f31a7e8&r=phd&ps=100&tab=&title=Doktoraty%2B%25E2%2580%2593%2BOcena%2Bwp%25C5%2582ywu%2Bwybranych%2Bu%25C5%25BCywek%2Bna%2Bnasilenie%2Bbruksizmu%2Bsennego%2Boraz%2Barchitektur%25C4%2599%2Bsnu%2Bw%2Bbadaniach%2Bpolisomnograficznych%2B%25E2%2580%2593%2BPolska%2BPlatforma%2BMedyczna&lang=pl,CC BY-SA
175,Analiza białek szlaku COX-2/PGE2 w raku jelita grubego,https://ppm.edu.pl/info/phd/UMW0e2cd790b41049a7a1851bc2de47009f?aq=.%3Aca2a18e81f674e01a71e1adb8f31a7e8&r=phd&ps=100&tab=&title=Doktoraty%2B%25E2%2580%2593%2BAnaliza%2Bbia%25C5%2582ek%2Bszlaku%2BCOX-2%2BPGE2%2Bw%2Braku%2Bjelita%2Bgrubego%2B%25E2%2580%2593%2BPolska%2BPlatforma%2BMedyczna&lang=pl,CC BY-SA
176,Jakość opieki nad rodzicami ze zdiagnozowaną wadą letalną u płodu według modelu hospicjum perinatalnego,https://ppm.edu.pl/info/phd/UMWb66f710b854f4cd5bf077545a408e7bd?aq=.%3Aca2a18e81f674e01a71e1adb8f31a7e8&r=phd&ps=100&tab=&title=Doktoraty%2B%25E2%2580%2593%2BJako%25C5%259B%25C4%2587%2Bopieki%2Bnad%2Brodzicami%2Bze%2Bzdiagnozowan%25C4%2585%2Bwad%25C4%2585%2Bletaln%25C4%2585%2Bu%2Bp%25C5%2582odu%2Bwed%25C5%2582ug%2Bmodelu%2Bhospicjum%2Bperinatalnego%2B%25E2%2580%2593%2BPolska%2BPlatforma%2BMedyczna&lang=pl,CC BY-SA
177,"Ekspresja supresorowych antygenów BTLA, PD-1 i CTLA-4 w populacji efektorowych i regulatorowych limfocytów krwi obwodowej u chorych na szpiczaka plazmocytowego",https://ppm.edu.pl/info/phd/UMWdbfd3d59fedb45989c39b0c4d3993060?aq=.%3Aca2a18e81f674e01a71e1adb8f31a7e8&r=phd&ps=100&tab=&title=Doktoraty%2B%25E2%2580%2593%2BEkspresja%2Bsupresorowych%2Bantygen%25C3%25B3w%2BBTLA%252C%2BPD-1%2Bi%2BCTLA-4%2Bw%2Bpopulacji%2Befektorowych%2Bi%2Bregulatorowych%2Blimfocyt%25C3%25B3w%2Bkrwi%2Bobwodowej%2Bu%2Bchorych%2Bna%2Bszpiczaka%2Bplazmocytowego%2B%25E2%2580%2593%2BPolska%2BPlatforma%2BMedyczna&lang=pl,CC BY-SA
178,"Program Erasmus+ oraz pokrewne formy wymiany akademickiej jako składowe nowoczesnego kształcenia studentów w XXI w., ze szczególnym uwzględnieniem studentów kierunku fizjoterapia",https://ppm.edu.pl/info/phd/GUMd1608d75c2b7427d85463200faab4c82?aq=.%3Aca2a18e81f674e01a71e1adb8f31a7e8&r=phd&ps=100&tab=&title=Doktoraty%2B%25E2%2580%2593%2BProgram%2BErasmus%252B%2Boraz%2Bpokrewne%2Bformy%2Bwymiany%2B%2Bakademickiej%2Bjako%2Bsk%25C5%2582adowe%2Bnowoczesnego%2Bkszta%25C5%2582cenia%2B%2Bstudent%25C3%25B3w%2Bw%2BXXI%2Bw.%252C%2Bze%2Bszczeg%25C3%25B3lnym%2Buwzgl%25C4%2599dnieniem%2B%2Bstudent%25C3%25B3w%2Bkierunku%2Bfizjoterapia%2B%25E2%2580%2593%2BPolska%2BPlatforma%2BMedyczna&lang=pl,CC BY-SA
179,Poznawcze uwarunkowania efektywności wsparcia rehabilitacji kardiologicznej u pacjentów poddawanych pomostowaniu aortalno-wieńcowemu,https://ppm.edu.pl/info/phd/UMWa0071171a46d4d488c2ed219b05e9e9f?aq=.%3Aca2a18e81f674e01a71e1adb8f31a7e8&r=phd&ps=100&tab=&title=Doktoraty%2B%25E2%2580%2593%2BPoznawcze%2Buwarunkowania%2Befektywno%25C5%259Bci%2Bwsparcia%2Brehabilitacji%2Bkardiologicznej%2Bu%2Bpacjent%25C3%25B3w%2Bpoddawanych%2Bpomostowaniu%2Baortalno-wie%25C5%2584cowemu%2B%25E2%2580%2593%2BPolska%2BPlatforma%2BMedyczna&lang=pl,CC BY-SA
180,Ocena czynników wpływających na efektywność leczenia aparatami nakładkowymi,https://ppm.edu.pl/info/phd/UMW30eca98ec6594fe487bd4a50af83b13d?aq=.%3Aca2a18e81f674e01a71e1adb8f31a7e8&r=phd&ps=100&tab=&title=Doktoraty%2B%25E2%2580%2593%2BOcena%2Bczynnik%25C3%25B3w%2Bwp%25C5%2582ywaj%25C4%2585cych%2Bna%2Befektywno%25C5%259B%25C4%2587%2Bleczenia%2Baparatami%2Bnak%25C5%2582adkowymi%2B%25E2%2580%2593%2BPolska%2BPlatforma%2BMedyczna&lang=pl,CC BY-SA
181,Ekspresja wybranych cząstek mikro-RNA u pacjentów poddawanych chirurgicznej rewaskularyzacji naczyń wieńcowych z zastosowaniem różnych metod znieczulenia,https://ppm.edu.pl/info/phd/UMWa381efe2837e43d99ccbc5cda23bbe83?aq=.%3Aca2a18e81f674e01a71e1adb8f31a7e8&r=phd&ps=100&tab=&title=Doktoraty%2B%25E2%2580%2593%2BEkspresja%2Bwybranych%2Bcz%25C4%2585stek%2Bmikro-RNA%2Bu%2Bpacjent%25C3%25B3w%2Bpoddawanych%2Bchirurgicznej%2Brewaskularyzacji%2Bnaczy%25C5%2584%2Bwie%25C5%2584cowych%2Bz%2Bzastosowaniem%2Br%25C3%25B3%25C5%25BCnych%2Bmetod%2Bznieczulenia%2B%25E2%2580%2593%2BPolska%2BPlatforma%2BMedyczna&lang=pl,CC BY-SA
182,Porównanie cech warunkujących zasiedlanie i przeżycie bakterii z rodzaju Legionella izolowanych z ujęć szpitalnych i pozaszpitalnych,https://ppm.edu.pl/info/phd/UMW1913d1428bd446d7bd914de6c834b273?aq=.%3Aca2a18e81f674e01a71e1adb8f31a7e8&r=phd&ps=100&tab=&title=Doktoraty%2B%25E2%2580%2593%2BPor%25C3%25B3wnanie%2Bcech%2Bwarunkuj%25C4%2585cych%2Bzasiedlanie%2Bi%2Bprze%25C5%25BCycie%2Bbakterii%2Bz%2Brodzaju%2BLegionella%2Bizolowanych%2Bz%2Buj%25C4%2599%25C4%2587%2Bszpitalnych%2Bi%2Bpozaszpitalnych%2B%25E2%2580%2593%2BPolska%2BPlatforma%2BMedyczna&lang=pl,CC BY-SA
183,Wartość badania rezonansu magnetycznego w obrazowaniu przysadki u dzieci z zaburzeniami wzrostu lub dojrzewania płciowego,https://ppm.edu.pl/info/phd/UMWbbd58cd9be0546c1a91fd21c7da8027d?aq=.%3Aca2a18e81f674e01a71e1adb8f31a7e8&r=phd&ps=100&tab=&title=Doktoraty%2B%25E2%2580%2593%2BWarto%25C5%259B%25C4%2587%2Bbadania%2Brezonansu%2Bmagnetycznego%2Bw%2Bobrazowaniu%2Bprzysadki%2Bu%2Bdzieci%2Bz%2Bzaburzeniami%2Bwzrostu%2Blub%2Bdojrzewania%2Bp%25C5%2582ciowego%2B%25E2%2580%2593%2BPolska%2BPlatforma%2BMedyczna&lang=pl,CC BY-SA
184,Związek między agresją i autoagresją a inteligencją emocjonalną oraz polimorfizmem genów związanych z neurotransmisją dopaminergiczną u młodzieży z zaburzeniami zachowania,https://ppm.edu.pl/info/phd/UMW6785564328c8413b8699eefce0140fd4?aq=.%3Aca2a18e81f674e01a71e1adb8f31a7e8&r=phd&ps=100&tab=&title=Doktoraty%2B%25E2%2580%2593%2BZwi%25C4%2585zek%2Bmi%25C4%2599dzy%2Bagresj%25C4%2585%2Bi%2Bautoagresj%25C4%2585%2Ba%2Binteligencj%25C4%2585%2Bemocjonaln%25C4%2585%2Boraz%2Bpolimorfizmem%2Bgen%25C3%25B3w%2Bzwi%25C4%2585zanych%2Bz%2Bneurotransmisj%25C4%2585%2Bdopaminergiczn%25C4%2585%2Bu%2Bm%25C5%2582odzie%25C5%25BCy%2Bz%2Bzaburzeniami%2Bzachowania%2B%25E2%2580%2593%2BPolska%2BPlatforma%2BMedyczna&lang=pl,CC BY-SA
185,Wpływ zespołu metabolicznego i jego komponent na zmiany strukturalne i czynnościowe tętnic szyjnych - różnice płci,https://ppm.edu.pl/info/phd/UMWe21ac49ad4da4a899838ee55326d6bf9?aq=.%3Aca2a18e81f674e01a71e1adb8f31a7e8&r=phd&ps=100&tab=&title=Doktoraty%2B%25E2%2580%2593%2BWp%25C5%2582yw%2Bzespo%25C5%2582u%2Bmetabolicznego%2Bi%2Bjego%2Bkomponent%2Bna%2Bzmiany%2Bstrukturalne%2Bi%2Bczynno%25C5%259Bciowe%2Bt%25C4%2599tnic%2Bszyjnych%2B-%2Br%25C3%25B3%25C5%25BCnice%2Bp%25C5%2582ci%2B%25E2%2580%2593%2BPolska%2BPlatforma%2BMedyczna&lang=pl,CC BY-SA
